update,mode,buffer_size,mean_regret_candidates,valid_fraction,mean_buffer_score,time_s
311,replay,4000,0.2028,1.000,-0.0613,0.60
312,replay,4000,0.1122,1.000,-0.0612,0.59
313,es_step,4000,0.0000,1.000,-0.0612,2.54
314,replay,4000,0.2517,1.000,-0.0612,0.60
315,replay,4000,0.1299,1.000,-0.0613,0.60
316,replay,4000,0.2141,1.000,-0.0611,0.59
317,es_step,4000,0.0100,1.000,-0.0610,2.53
318,replay,4000,0.2924,1.000,-0.0612,0.60
319,replay,4000,0.2838,1.000,-0.0616,0.60
320,replay,4000,0.1501,1.000,-0.0621,0.60
321,replay,4000,0.2219,1.000,-0.0622,0.60
322,replay,4000,0.1225,1.000,-0.0629,0.60
323,es_step,4000,0.0000,1.000,-0.0628,2.53
324,es_step,4000,0.0043,1.000,-0.0628,2.53
325,replay,4000,0.1405,1.000,-0.0630,0.60
326,replay,4000,0.1098,1.000,-0.0635,0.60
327,replay,4000,-0.0208,1.000,-0.0639,0.60
328,replay,4000,0.1261,1.000,-0.0637,0.60
329,replay,4000,0.3775,1.000,-0.0631,0.60
330,replay,4000,0.2454,1.000,-0.0633,0.60
331,es_step,4000,0.0000,1.000,-0.0632,2.54
332,replay,4000,0.2898,1.000,-0.0633,0.60
333,replay,4000,0.2099,1.000,-0.0634,0.60
334,es_step,4000,0.0000,1.000,-0.0634,2.54
335,replay,4000,0.1290,1.000,-0.0638,0.60
336,es_step,4000,0.0000,1.000,-0.0637,2.53
337,replay,4000,0.0012,1.000,-0.0635,0.60
338,es_step,4000,0.0085,1.000,-0.0632,2.54
339,replay,4000,0.2204,1.000,-0.0634,0.60
340,replay,4000,0.2140,1.000,-0.0631,0.60
341,es_step,4000,0.0000,1.000,-0.0630,2.54
342,es_step,4000,0.0000,1.000,-0.0630,2.55
343,replay,4000,0.0234,1.000,-0.0632,0.60
344,replay,4000,0.3029,1.000,-0.0633,0.60
345,replay,4000,0.0824,1.000,-0.0638,0.60
346,es_step,4000,0.0000,1.000,-0.0638,2.55
347,replay,4000,0.4476,1.000,-0.0634,0.61
348,es_step,4000,0.0000,1.000,-0.0633,2.56
349,replay,4000,0.0682,1.000,-0.0639,0.60
350,replay,4000,0.1797,1.000,-0.0639,0.60
351,es_step,4000,0.0000,1.000,-0.0638,2.55
352,replay,4000,-0.0747,1.000,-0.0646,0.60
353,replay,4000,0.3151,1.000,-0.0641,0.60
354,replay,4000,0.1138,1.000,-0.0646,0.60
355,replay,4000,-0.3030,1.000,-0.0654,0.60
356,replay,4000,0.1862,1.000,-0.0658,0.60
357,replay,4000,0.2337,1.000,-0.0658,0.60
358,replay,4000,0.0649,1.000,-0.0662,0.60
359,replay,4000,0.3245,1.000,-0.0661,0.60
360,replay,4000,0.2500,1.000,-0.0663,0.60
361,replay,4000,-0.0311,1.000,-0.0668,0.60
362,replay,4000,0.1209,1.000,-0.0670,0.60
363,replay,4000,0.2213,1.000,-0.0666,0.60
364,replay,4000,0.3022,1.000,-0.0665,0.60
365,es_step,4000,0.0191,1.000,-0.0662,2.56
366,replay,4000,0.0644,1.000,-0.0667,0.60
367,replay,4000,0.1368,1.000,-0.0666,0.60
368,es_step,4000,0.0000,1.000,-0.0665,2.55
369,replay,4000,0.2126,1.000,-0.0663,0.60
370,replay,4000,0.2036,1.000,-0.0662,0.60
371,replay,4000,0.3075,1.000,-0.0653,0.60
372,es_step,4000,0.0358,1.000,-0.0646,3.20
373,es_step,4000,0.0000,1.000,-0.0644,2.56
374,replay,4000,0.1137,1.000,-0.0646,0.60
375,replay,4000,0.2495,1.000,-0.0644,0.60
376,replay,4000,0.3027,1.000,-0.0642,0.60
377,replay,4000,0.1150,1.000,-0.0643,0.60
378,replay,4000,0.3049,1.000,-0.0641,0.60
379,es_step,4000,0.0000,1.000,-0.0641,2.56
380,es_step,4000,0.0000,1.000,-0.0641,2.56
381,replay,4000,0.2322,1.000,-0.0639,0.60
