update,mode,buffer_size,mean_regret_candidates,valid_fraction,mean_buffer_score,time_s
52,es_step,1760,0.0000,1.000,0.0000,1.19
53,es_step,1792,0.0000,1.000,0.0000,1.19
54,es_step,1824,0.0000,1.000,0.0000,1.19
55,es_step,1856,0.0000,1.000,0.0000,1.19
56,es_step,1888,0.0000,1.000,0.0000,1.40
57,es_step,1920,0.0000,1.000,0.0000,1.19
58,es_step,1952,0.0000,1.000,0.0000,1.19
59,es_step,1984,0.0000,1.000,0.0000,1.19
60,es_step,2016,0.0000,1.000,0.0000,1.19
61,replay,2016,0.1077,1.000,0.0009,9.65
62,replay,2016,0.3147,1.000,0.0009,0.69
63,replay,2016,0.1298,1.000,0.0019,0.59
64,replay,2016,0.2983,1.000,0.0017,0.59
65,replay,2016,0.3198,1.000,0.0016,0.59
66,replay,2016,0.1072,1.000,0.0008,0.59
67,replay,2016,0.3480,1.000,0.0021,0.59
68,es_step,2048,0.0000,1.000,0.0020,1.19
69,replay,2048,0.1574,1.000,0.0013,0.60
70,replay,2048,0.0777,1.000,0.0004,0.59
71,replay,2048,0.1852,1.000,0.0006,0.59
72,replay,2048,-0.0322,1.000,-0.0012,0.59
73,replay,2048,0.1255,1.000,-0.0018,0.59
74,es_step,2080,0.0000,1.000,-0.0018,1.19
75,replay,2080,0.0173,1.000,-0.0024,0.59
76,es_step,2112,0.0559,1.000,-0.0015,1.19
77,replay,2112,0.2380,1.000,-0.0014,0.59
78,replay,2112,0.3350,1.000,-0.0017,0.59
79,replay,2112,0.1425,1.000,-0.0019,0.59
80,replay,2112,0.1695,1.000,-0.0023,0.59
81,replay,2112,0.1685,1.000,-0.0029,0.59
82,es_step,2144,0.0000,1.000,-0.0028,1.19
83,replay,2144,0.2255,1.000,-0.0029,0.59
84,replay,2144,0.0809,1.000,-0.0039,0.59
85,replay,2144,0.2924,1.000,-0.0045,0.59
86,replay,2144,0.1286,1.000,-0.0048,0.59
87,replay,2144,0.0042,1.000,-0.0054,0.59
88,es_step,2176,0.0000,1.000,-0.0053,1.45
89,replay,2176,0.1773,1.000,-0.0058,0.59
90,replay,2176,0.1145,1.000,-0.0069,0.59
91,replay,2176,0.1177,1.000,-0.0080,0.59
92,replay,2176,0.2543,1.000,-0.0078,0.59
93,replay,2176,0.1740,1.000,-0.0092,0.59
94,replay,2176,0.2039,1.000,-0.0094,0.59
95,replay,2176,0.2227,1.000,-0.0099,0.59
96,es_step,2208,0.0000,1.000,-0.0097,1.19
97,replay,2208,0.3446,1.000,-0.0093,0.59
98,es_step,2240,0.0000,1.000,-0.0092,1.19
